1	2	42.299117	5.979992	46.183665	1.868575	412.399238	0.700288	0.389539	0.710442	0.431791	0.672058	0.331675	6.000000	43.580565	12.441704	1.000000	0.826314	3.279224	6.000000	0.056978	16.496024	4.000000	98.133643	0.888171	1.000000	0.049159	0.340693	1.000000	63.351746	0.329686	5.000000	0.141230	18.373367	1.000000	79.384746	2.823456	4.000000	79.384746	55.172037	6.000000	0.017499	14.055342	1.000000	0.103041
2	6	15.089930	84.225305	32.848302	52.491524	392.249229	0.517771	0.856597	0.239794	0.239794	0.475447	0.095574	5.000000	16.800487	8.743441	1.000000	0.011667	0.366489	6.000000	0.017967	7.938304	5.000000	1.789766	1.069662	5.000000	0.048419	6.219541	3.000000	94.179463	1.087482	4.000000	0.068206	7.316444	5.000000	93.783771	12.304156	5.000000	73.026136	43.443966	1.000000	0.011984	4.000507	5.000000	0.186249
3	3	85.813796	98.405979	38.640397	33.039394	606.990936	0.709823	0.202794	0.505180	0.775390	0.868160	0.573018	2.000000	16.800487	4.430556	2.000000	0.011667	2.814467	3.000000	0.017967	16.322711	3.000000	1.789766	1.144934	2.000000	0.048419	2.416733	5.000000	94.179463	1.300154	3.000000	0.068206	1.564603	4.000000	93.783771	9.114425	5.000000	73.026136	21.350372	1.000000	0.011984	9.114425	5.000000	0.186249
4	2	16.300454	19.662130	42.488529	16.548511	59.442553	0.231844	0.894872	0.684315	0.593845	0.672630	1.308051	3.000000	66.197388	1.405758	3.000000	0.893510	19.012427	5.000000	0.021842	1.362069	2.000000	16.458855	0.472043	1.000000	0.228490	16.886756	5.000000	57.631693	1.369332	1.000000	0.013275	19.197824	1.000000	58.978876	7.438043	6.000000	23.423905	19.440627	3.000000	0.066269	18.939519	2.000000	0.030442
5	5	98.182736	30.266088	22.536517	86.632422	536.614246	0.417643	0.819891	0.525174	0.877655	0.647946	0.844564	6.000000	41.559731	2.400763	4.000000	0.064329	14.120567	5.000000	0.010775	2.475848	5.000000	53.341606	1.590981	5.000000	0.012903	18.730440	6.000000	77.361064	0.595817	6.000000	0.142195	1.118364	2.000000	14.920434	9.983957	6.000000	51.130016	52.283914	5.000000	0.036434	13.062639	3.000000	0.015605
6	3	84.225305	32.848302	52.491524	39.224923	469.548342	0.856597	0.239794	0.475447	0.145273	0.510761	0.029976	6.000000	1.210193	7.807704	4.000000	0.056978	13.077711	4.000000	0.029671	6.323575	1.000000	33.702526	1.087482	1.000000	0.029281	7.099252	5.000000	19.112450	1.020116	6.000000	0.014094	14.406911	1.000000	54.802268	4.000507	4.000000	18.592152	38.665699	4.000000	0.084416	3.235102	1.000000	0.053530
7	5	85.497648	35.904169	23.397575	14.417948	848.081584	0.221981	0.861892	0.743177	0.206891	0.206891	1.300154	5.000000	16.377290	1.518157	5.000000	0.023641	1.564603	4.000000	0.167224	9.114425	2.000000	46.183665	0.579111	1.000000	0.535167	6.293964	6.000000	41.239924	0.123199	2.000000	0.014918	12.914966	4.000000	32.849245	0.217343	3.000000	68.148571	26.937429	3.000000	0.026669	3.169357	6.000000	0.015643
8	1	15.089930	52.491524	39.224923	46.954834	842.256357	0.239794	0.475447	0.145273	0.510761	0.107896	0.658151	5.000000	93.783771	12.689494	2.000000	0.013694	7.653508	5.000000	0.011984	9.038099	3.000000	5.369165	1.343993	4.000000	0.010190	3.101777	5.000000	20.342029	0.675050	1.000000	0.015785	1.168494	5.000000	7.080660	8.889693	1.000000	79.384746	1.105146	6.000000	0.017499	7.938304	1.000000	0.103041
9	2	73.995331	21.814462	87.411786	31.354012	324.444025	0.443689	0.540407	0.288918	0.378761	0.720750	0.879904	4.000000	34.494140	13.410685	3.000000	0.012827	5.016074	1.000000	0.025990	12.563338	3.000000	49.136587	0.858919	4.000000	0.010531	6.751746	1.000000	75.180467	1.275707	6.000000	0.075801	7.376590	2.000000	83.580152	16.034821	6.000000	4.372333	8.910916	5.000000	0.014704	12.670947	1.000000	0.014059
10	4	42.054619	85.764558	59.199352	31.539218	821.013318	0.242835	0.908746	0.387043	0.946389	0.283524	0.614277	2.000000	22.703208	1.646903	2.000000	0.014939	9.382922	4.000000	0.012836	2.263521	3.000000	71.899229	0.050120	3.000000	0.011741	11.990011	4.000000	61.375908	0.946133	6.000000	0.010259	19.261493	5.000000	55.001990	3.158392	5.000000	92.077045	12.651773	3.000000	0.013275	8.740634	2.000000	0.015031
11	1	9.884036	79.415694	63.526943	8.540674	489.204918	0.824553	0.107208	0.792197	0.914746	0.411581	1.591749	2.000000	75.815340	13.098683	4.000000	0.053556	2.912930	2.000000	0.023700	13.276830	4.000000	46.776522	0.794337	4.000000	0.016309	1.780582	1.000000	35.524969	1.294809	2.000000	0.011785	2.822463	6.000000	45.353483	5.433243	3.000000	34.969469	41.686822	4.000000	0.074105	0.556743	2.000000	0.014893
12	2	28.803018	92.571978	45.432483	28.849346	59.893874	0.367026	0.299884	0.522756	0.937024	0.207145	1.538639	6.000000	25.697900	18.480569	3.000000	0.020088	3.212037	3.000000	0.014351	10.191336	5.000000	50.945288	1.342950	4.000000	0.010081	16.132181	5.000000	89.369861	0.733343	5.000000	0.023034	19.265664	3.000000	21.501369	17.250840	1.000000	17.465485	42.567067	2.000000	0.014256	17.731517	1.000000	0.026019
13	3	8.010613	47.351451	36.286014	33.242445	77.113970	0.692704	0.101083	0.507129	0.240535	0.130696	0.919684	3.000000	1.789766	14.260451	3.000000	0.048419	11.506867	3.000000	0.010618	4.509734	6.000000	14.661433	0.240925	1.000000	0.010663	15.943852	3.000000	73.026136	0.524262	3.000000	0.011984	10.241394	3.000000	5.369165	7.550531	2.000000	98.133643	24.887434	5.000000	0.049159	0.361558	4.000000	0.015785
14	3	66.675933	83.166925	16.256202	94.402695	938.188141	0.502541	0.326860	0.765078	0.431815	0.983319	0.987974	4.000000	83.446100	10.863278	6.000000	0.016843	5.678956	5.000000	0.014278	13.944305	2.000000	80.920287	0.649831	3.000000	0.017304	8.082841	1.000000	58.382594	1.053999	1.000000	0.010890	12.989616	3.000000	67.233937	4.367073	6.000000	85.615312	27.786322	6.000000	0.040892	12.111023	3.000000	0.042105
15	5	32.849245	68.148571	37.496990	63.926376	163.772903	0.475447	0.145273	0.510761	0.107896	0.465817	1.069662	5.000000	9.704838	6.219541	5.000000	0.022946	6.409819	6.000000	0.826314	18.126155	1.000000	17.550569	0.598432	1.000000	0.029671	12.101730	3.000000	17.550569	1.178380	3.000000	0.029671	4.055067	1.000000	34.151683	4.000507	4.000000	19.112450	38.665699	6.000000	0.014094	10.712701	4.000000	0.018247
16	2	58.094929	63.100616	63.700811	35.389900	346.159234	0.562829	0.349425	0.908366	0.637857	0.761533	1.322163	2.000000	81.460212	11.285115	2.000000	0.022073	17.214254	4.000000	0.010582	10.726483	6.000000	84.217037	1.297163	6.000000	0.012345	5.397488	3.000000	2.851646	0.414626	2.000000	0.019645	11.486434	5.000000	97.276874	3.358783	3.000000	54.316210	16.036724	6.000000	0.031054	14.418698	1.000000	0.022837
17	2	88.036564	47.145009	91.751234	2.306589	919.790231	0.866244	0.514465	0.877335	0.383710	0.525096	0.412795	2.000000	39.630900	3.963615	3.000000	0.018804	1.601538	5.000000	0.111124	8.443021	2.000000	3.394861	0.628718	1.000000	0.010204	1.774096	5.000000	6.288525	1.194511	3.000000	0.011429	4.868621	1.000000	64.179356	0.659265	3.000000	73.541745	11.696507	5.000000	0.120306	10.058511	2.000000	0.018466
18	1	50.987311	95.826987	33.930789	45.257087	697.711362	0.343226	0.876753	0.215640	0.834861	0.349193	1.148675	3.000000	60.031866	18.404040	5.000000	0.032219	5.111420	1.000000	0.031034	11.578812	6.000000	75.500361	1.495447	4.000000	0.011238	18.716171	3.000000	6.541176	0.973865	4.000000	0.011363	9.278094	2.000000	36.630110	2.290177	3.000000	29.493345	23.712431	6.000000	0.048256	11.496649	3.000000	0.513531
19	3	50.081211	82.144218	17.595494	35.266952	416.631088	0.435817	0.164027	0.586727	0.579358	0.957625	0.179876	6.000000	5.285244	9.221398	2.000000	0.024102	5.283503	5.000000	0.012052	5.461950	4.000000	49.254295	0.462281	2.000000	0.012097	14.727282	5.000000	95.071038	0.305592	3.000000	0.371103	14.375825	6.000000	56.239779	5.722915	2.000000	27.415579	7.120444	4.000000	0.069612	7.246223	1.000000	0.015673
20	3	68.229965	67.856021	24.637142	5.362290	76.264528	0.985783	0.677479	0.592156	0.396035	0.505151	0.122590	6.000000	33.656389	12.648292	2.000000	0.030815	14.881035	5.000000	0.014899	13.899200	2.000000	45.421271	0.447947	1.000000	0.012039	2.266927	4.000000	80.922493	0.728942	5.000000	0.013793	17.316112	3.000000	50.431954	12.814662	2.000000	6.290076	42.658217	2.000000	0.131539	18.353892	5.000000	0.022061
21	2	15.197755	41.617147	68.249880	51.779078	885.257391	0.822174	0.411861	0.663184	0.292669	0.366950	0.409130	6.000000	43.964900	10.111197	6.000000	0.041105	16.810624	6.000000	0.069808	18.912772	5.000000	33.221918	0.561586	1.000000	0.016020	7.718804	3.000000	56.439826	1.357908	1.000000	0.034386	13.327977	4.000000	75.003919	4.025825	6.000000	23.768779	28.120564	3.000000	0.018482	13.197692	1.000000	0.043578
22	9	32.380554	39.762477	25.957500	46.103923	252.500643	0.917072	0.795341	0.506302	0.887235	0.822595	1.589295	5.000000	98.737520	16.253618	6.000000	0.021878	11.157742	3.000000	0.022169	13.330848	1.000000	22.527577	1.033056	3.000000	0.043658	12.454114	6.000000	80.375411	0.171410	1.000000	0.010696	4.612212	6.000000	87.852796	12.863569	4.000000	34.936911	31.446995	2.000000	0.031648	7.994011	6.000000	0.035848
23	1	24.864072	52.801395	98.916441	53.596305	797.689159	0.589511	0.289948	0.483112	0.359282	0.943450	1.280901	3.000000	34.295101	7.156421	2.000000	0.022482	14.915711	5.000000	0.022273	17.282581	6.000000	37.393197	0.138445	5.000000	0.012480	13.259952	3.000000	5.837049	0.554522	6.000000	0.012972	10.074443	5.000000	34.079444	11.655168	1.000000	74.858434	16.905530	2.000000	0.010596	3.964799	2.000000	0.021783
24	1	20.265173	80.087027	81.573475	44.640281	854.682924	0.539677	0.969328	0.757601	0.617579	0.831742	1.165722	1.000000	97.570899	16.372730	4.000000	0.044300	3.699114	6.000000	0.070924	9.167895	5.000000	74.561148	0.427113	5.000000	0.019110	2.255123	5.000000	60.866576	0.846432	6.000000	0.076149	10.559420	4.000000	3.666623	13.757301	3.000000	4.775267	51.957079	5.000000	0.012169	1.055606	3.000000	0.328807
25	1	41.971617	39.802959	99.315763	62.108169	705.531465	0.726760	0.337568	0.511940	0.909367	0.488245	1.455369	3.000000	50.686248	4.445591	2.000000	0.010874	14.312318	2.000000	0.022370	13.576250	5.000000	33.726115	0.721937	3.000000	0.031163	0.878507	5.000000	70.175727	0.822018	3.000000	0.013920	12.060569	1.000000	24.661722	14.907751	6.000000	22.154207	22.967627	4.000000	0.014397	8.570887	2.000000	0.015912
