1	2	24.726875	35.732268	54.624184	2.242718	75.182801	0.333639	0.629523	0.870655	0.834962	0.437675	1.392654	6.000000	97.211810	9.531227	6.000000	0.010310	1.571480	2.000000	0.043439	7.728350	6.000000	60.080723	0.746785	6.000000	0.010396	12.227866	1.000000	41.391616	0.031579	5.000000	0.025907	7.188801	5.000000	98.591111	13.028805	2.000000	46.692605	1.164253	2.000000	0.036154	7.092077	4.000000	0.059068
2	1	43.863809	1.087000	74.804078	8.419299	37.828785	0.312488	0.178637	0.315699	0.415748	0.587493	0.871698	3.000000	98.336836	4.246882	3.000000	0.042271	14.667731	4.000000	0.011465	5.140254	3.000000	87.547741	0.945465	5.000000	0.098959	16.236626	4.000000	32.827902	1.306024	3.000000	0.029222	7.442699	4.000000	24.074059	16.797539	6.000000	93.399639	29.620667	6.000000	0.181282	1.550336	6.000000	0.017484
3	1	22.427175	75.182801	26.700306	5.924755	85.772102	0.834962	0.437675	0.884323	0.230061	0.938118	0.803435	5.000000	24.074059	1.524830	4.000000	0.010707	7.833752	3.000000	0.181282	9.007365	5.000000	57.195956	1.030749	2.000000	0.010287	0.374628	6.000000	96.992884	0.587992	6.000000	0.043439	9.130211	1.000000	60.080723	12.432401	2.000000	96.194234	1.164253	5.000000	0.024159	7.092077	2.000000	0.024159
4	1	31.200886	30.966504	32.027119	2.644735	52.469140	0.293840	0.904080	0.439740	0.924677	0.249492	1.181874	3.000000	88.306509	15.839971	5.000000	0.291840	2.288935	6.000000	0.040173	17.278500	4.000000	89.185348	0.776516	3.000000	0.047811	1.778208	4.000000	20.915520	0.779694	5.000000	0.010993	11.618384	1.000000	14.806888	4.655944	6.000000	92.463118	3.307596	5.000000	0.016900	11.075481	3.000000	0.022798
5	4	20.915520	90.965139	70.437963	2.833307	59.872254	0.369594	0.225517	0.931483	0.628822	0.489671	0.017506	4.000000	46.795129	14.160630	2.000000	0.015482	16.425329	2.000000	0.507857	7.281854	4.000000	36.842639	0.389047	6.000000	0.014773	1.828463	6.000000	54.833708	0.394683	3.000000	0.026335	6.972204	6.000000	56.283926	1.859048	1.000000	83.544289	14.550988	3.000000	0.011510	6.878393	3.000000	0.010169
6	8	58.446490	67.438076	19.165213	6.198063	4.028230	0.256302	0.991798	0.334152	0.444554	0.866440	0.739777	6.000000	82.719240	1.904977	4.000000	0.100069	1.839691	1.000000	0.016912	16.351785	6.000000	84.646818	1.001543	5.000000	0.027445	15.621254	5.000000	17.167757	0.264437	3.000000	0.011117	5.041460	6.000000	88.035754	4.114222	5.000000	85.197057	16.049463	5.000000	0.019253	8.718034	1.000000	0.029355
7	4	21.563975	15.794540	33.793409	6.066379	20.439525	0.120310	0.876316	0.690351	0.443963	0.690351	0.619795	6.000000	54.624184	7.352679	5.000000	0.044589	17.227743	4.000000	0.037453	2.156344	2.000000	59.247546	1.319196	1.000000	0.011659	0.650495	6.000000	81.845864	0.054834	3.000000	0.026216	4.857712	5.000000	87.275523	17.165072	1.000000	15.306711	12.309051	2.000000	0.010730	17.507580	2.000000	0.019863
8	3	65.938585	38.835910	38.835910	8.830651	11.194893	0.842468	0.122059	0.317204	0.901685	0.281050	1.451523	3.000000	50.345742	16.882675	1.000000	0.124287	4.081934	2.000000	0.026216	17.507580	4.000000	87.275523	1.124009	2.000000	0.024907	5.364733	5.000000	46.795129	0.955432	4.000000	0.021370	5.981862	6.000000	64.592784	2.851448	3.000000	1.969058	54.395195	6.000000	0.027142	11.388910	1.000000	0.011970
9	1	15.306711	93.192944	50.345742	0.804587	40.148931	0.516319	0.678116	0.108810	0.425842	0.706290	1.333122	4.000000	89.036808	16.446701	3.000000	0.372321	19.184336	3.000000	0.039647	13.028805	3.000000	17.201015	0.875041	2.000000	0.326981	7.189183	4.000000	54.639176	0.898180	4.000000	0.024216	16.298787	3.000000	33.248382	14.192884	3.000000	88.107116	20.135589	6.000000	0.010576	17.976083	6.000000	0.010194
10	2	21.864342	94.853953	79.708786	6.951148	20.759088	0.431639	0.848328	0.721223	0.779812	0.519412	1.099225	1.000000	16.547248	8.779706	2.000000	0.027831	19.048479	4.000000	0.010018	14.020047	1.000000	52.867572	0.540778	4.000000	0.546034	18.287211	1.000000	7.882609	1.129716	4.000000	0.016724	10.291102	6.000000	87.833478	12.523997	2.000000	2.410166	1.588617	5.000000	0.010627	16.648907	1.000000	0.012762
11	2	79.528948	18.165769	64.277790	9.496247	17.129137	0.826528	0.185934	0.453757	0.174628	0.125603	1.064773	6.000000	47.872223	5.712882	1.000000	0.014195	3.214948	5.000000	0.028986	6.506527	3.000000	25.961716	0.614941	6.000000	0.028684	7.358413	1.000000	72.239569	1.041280	1.000000	0.025671	9.749194	6.000000	7.444968	10.338406	5.000000	90.346972	18.358404	4.000000	0.020540	14.767066	6.000000	0.059705
12	2	44.428860	86.151584	96.692561	4.440890	29.976931	0.342381	0.486693	0.739026	0.353151	0.146552	0.538101	2.000000	5.562463	18.002217	1.000000	0.028302	11.996481	3.000000	0.053933	4.406317	5.000000	8.370518	0.993952	1.000000	0.026128	11.322994	1.000000	10.113237	0.823392	6.000000	0.012563	9.484268	5.000000	69.817896	13.326204	2.000000	77.549093	42.300307	3.000000	0.028163	6.435653	2.000000	0.072180
13	3	27.877658	12.990454	75.363677	3.774786	57.677556	0.164450	0.661217	0.451009	0.210255	0.515875	0.079687	6.000000	32.630306	13.092106	2.000000	0.012872	15.665912	1.000000	0.011892	17.160129	5.000000	40.195069	1.260331	6.000000	0.051751	4.268977	1.000000	1.716583	0.975203	2.000000	0.094368	13.874048	4.000000	40.558320	6.226136	2.000000	74.573929	1.838221	2.000000	0.015241	10.600984	1.000000	0.032456
14	2	91.593210	57.987706	66.319872	6.330807	5.192771	0.739133	0.670099	0.184532	0.666023	0.779978	1.126350	3.000000	96.717232	12.048568	4.000000	0.012080	9.390420	1.000000	0.017522	1.237996	1.000000	20.596088	0.471849	5.000000	0.031774	11.896111	3.000000	10.170911	1.253298	5.000000	0.033876	17.566972	2.000000	22.659288	11.704023	5.000000	84.852584	18.481125	5.000000	0.017608	12.432716	2.000000	0.021349
15	2	15.306711	93.192944	50.345742	0.804587	40.148931	0.516319	0.678116	0.108810	0.425842	0.706290	0.875041	5.000000	31.689863	7.189183	2.000000	0.010050	10.981169	4.000000	0.123613	16.079488	3.000000	56.690420	1.386375	3.000000	0.011465	18.614842	3.000000	58.275657	0.377614	3.000000	0.020999	13.206497	2.000000	42.192391	10.554334	1.000000	30.161137	22.342182	2.000000	0.033522	16.079488	4.000000	0.010536
16	1	19.240093	47.250694	39.635163	9.132341	55.693429	0.625940	0.286829	0.769797	0.966243	0.333470	0.231213	6.000000	87.222513	5.245641	3.000000	0.011120	8.614503	3.000000	0.030728	15.101421	3.000000	13.453266	0.224386	1.000000	0.010217	1.999077	3.000000	27.946181	1.561743	1.000000	0.063600	14.073637	1.000000	24.192244	11.065191	1.000000	73.910664	9.209017	1.000000	0.029552	7.859742	6.000000	0.041417
17	5	77.656523	94.798290	9.726435	8.551612	85.336258	0.949750	0.418801	0.755475	0.225991	0.294211	0.439471	2.000000	6.636623	8.050637	2.000000	0.013708	12.414881	1.000000	0.021023	18.089945	5.000000	3.412443	1.405731	5.000000	0.152049	8.971408	4.000000	70.415950	0.768624	4.000000	0.015770	1.185847	3.000000	34.731050	5.565579	3.000000	49.154848	12.063139	5.000000	0.012084	1.967963	3.000000	0.025032
18	2	41.833087	45.228353	67.056238	7.472490	55.086684	0.759443	0.477508	0.734221	0.685393	0.751754	1.044477	5.000000	1.947373	1.137254	5.000000	0.019752	16.787352	5.000000	0.014282	5.403662	4.000000	43.096348	0.937124	2.000000	0.012242	11.427564	2.000000	43.417093	0.295469	1.000000	0.012261	16.971513	5.000000	75.087812	17.200012	4.000000	36.017848	34.534806	1.000000	0.011528	15.502113	5.000000	0.026989
19	2	68.226485	6.403600	75.697485	0.866989	99.177703	0.904395	0.153562	0.835150	0.453037	0.741226	1.235921	4.000000	83.434196	11.272528	1.000000	0.023828	16.268211	4.000000	0.065313	1.078157	6.000000	21.087815	1.467490	1.000000	0.011182	4.309410	3.000000	34.836669	0.131102	3.000000	0.043256	8.568407	3.000000	75.258251	11.630746	6.000000	52.757744	2.890593	2.000000	0.080846	16.208862	4.000000	0.014851
20	1	36.461555	80.968399	30.772078	7.098740	27.743960	0.264350	0.271416	0.202489	0.676656	0.511860	0.104231	1.000000	68.285174	4.639139	6.000000	0.010623	3.113396	5.000000	0.156845	6.161546	2.000000	88.310763	0.656661	5.000000	0.010614	5.142120	4.000000	81.660571	1.388262	4.000000	0.011333	18.240344	1.000000	56.693232	7.820531	6.000000	25.442888	32.463540	4.000000	0.016108	6.877484	5.000000	0.031216
